"edad","grupo_edad","genero","comunidad_autonoma","nacido_espana","tamano_municipio","nivel_estudios","situacion_laboral","sector_laboral","ingresos_hogar","religion","lengua","ideologia","participacion_2023_raw","participacion_2023_final","voto_2023_raw","voto_2023_raw_otros","voto_2023_final","prob_voto_declarada","intencion_voto_raw","intencion_voto_raw_otros","intencion_voto_simpatia","intencion_voto_final","simpatia_partido","simpatia_partido_otros","nunca_pp","nunca_psoe","nunca_vox","nunca_sumar","nunca_podemos","nunca_salf","nunca_erc","nunca_junts","nunca_pnv","nunca_bildu","nunca_cc","nunca_bng","nunca_upn","nunca_ninguno","nunca_todos","prob_voto_pp","prob_voto_psoe","prob_voto_vox","prob_voto_sumar","prob_voto_podemos","prob_voto_salf","prob_voto_erc","prob_voto_junts","prob_voto_pnv","prob_voto_bildu","prob_voto_cc","prob_voto_bng","prob_voto_upn","lider_preferido","lider_preferido_otros","norma_social_voto","interes_politico","modelo_territorial","prob_voto_estimada","peso"
44,"35-44","Hombre","Cataluña","Sí","Entre 100.000 y 500.000 habitantes","Universitaria","Trabaja","Privado","Entre 3000 y 5000 euros","Ateo/agnóstico","Catalán","9","Votó","Votó","Vox","","Vox",10,"Vox","","Vox","Vox",,"","No marcado","No marcado","No marcado","Nunca votaría","Nunca votaría","No marcado","No marcado","No marcado",,,,,,"No marcado","No marcado","Algo probable",,"Muy probable",,,"Poco probable",,"Poco probable",,,,,,"Abascal","","Todos votan","Bastante","Mantener",0.965114831924438,1.37006855728467
42,"35-44","Hombre","Cataluña","Sí","Entre 10.000 y 49.999 habitantes","Secundaria/ESO","Trabaja","Privado","Entre 1000 y 1999 euros",,"Gallego","7","Votó","Votó","Vox","","Vox",8,"Vox","","Vox","Vox",,"","Nunca votaría","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","No marcado","No marcado","Nunca votaría",,,,,,"No marcado","No marcado",,,"Muy probable",,,"Muy probable","Poco probable",,,,,,,"Abascal","","Mayoría vota","Bastante","Federal",0.935530781745911,0.374397567832854
41,"35-44","Mujer","Comunidad Valenciana","Sí","Entre 100.000 y 500.000 habitantes","Secundaria/ESO","Trabaja","Autónomo","Entre 1000 y 1999 euros",,"Castellano",,"Votó","Abstención",,"","Abstención",10,"SALF","","SALF","SALF",,"","No marcado","Nunca votaría","No marcado","No marcado","No marcado","No marcado",,,,,,,,"No marcado","No marcado","Poco probable",,"Poco probable","Poco probable","Poco probable","Muy probable",,,,,,,,"Otro","Alvise",,"Nada","Centralizado",0.600237190723419,0.89767865097638
27,"25-34","Mujer","Aragón","Sí","Menos de 2000 habitantes","Universitaria","Trabaja","Autónomo","Más de 5000 euros","Católico no practicante","Castellano","6","Votó","Votó",,"","PSOE",9,"Otros","","Otros","PP","Ninguno","","No marcado","No marcado","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado","Algo probable","Poco probable",,,,,,,,,,,,"Ninguno","","Mayoría vota","Bastante","Centralizado",0.916784048080444,1.00196317275517
45,"45-54","Mujer","País Vasco","Sí","Entre 100.000 y 500.000 habitantes","Bachillerato","Trabaja","Privado","Entre 3000 y 5000 euros","Ateo/agnóstico","Vasco","1","Votó","Votó","Bildu","","Bildu",10,"Bildu","","Bildu","Regionales",,"","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría",,,"Nunca votaría","No marcado",,,,"No marcado","No marcado",,"Poco probable",,,,,,,,"Muy probable",,,,"Pedro Sánchez","","Todos votan","Mucho","Federal",0.9730464220047,1.44337466645312
54,"45-54","Hombre","Comunidad Valenciana","Sí","Entre 10.000 y 49.999 habitantes","Universitaria","Trabaja","Privado","Entre 3000 y 5000 euros","Católico practicante","Castellano","7","Votó","Votó","Vox","","Vox",10,"Vox","","Vox","Vox",,"","No marcado","No marcado","No marcado","No marcado","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Algo probable","Algo probable","Algo probable","Poco probable",,"Poco probable",,,,,,,,"Abascal","","Mitad vota","Mucho","Centralizado",0.88702791929245,1.48197031049032
51,"45-54","Hombre","Islas Canarias","Sí","Entre 100.000 y 500.000 habitantes","FP","Trabaja","Privado","Entre 2000 y 2999 euros","Católico no practicante","Castellano","6","Votó","Votó","PP","","PP",10,"PP","","PP","PP",,"","No marcado","No marcado","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría",,,,,"No marcado",,,"No marcado","No marcado","Algo probable","Poco probable",,,,,,,,,"Poco probable",,,"Feijóo","","Mayoría vota","Poco","Centralizado",0.869048774242401,1.24452836614028
51,"45-54","Mujer","Andalucía","Sí","Entre 100.000 y 500.000 habitantes","Universitaria","Trabaja","Público","Entre 3000 y 5000 euros","Ateo/agnóstico","Castellano","4","Votó","Votó","PSOE","","PSOE",10,"PSOE","","PSOE","PSOE",,"","No marcado","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,,,,,,"No marcado","No marcado","Poco probable","Muy probable",,"Poco probable","Poco probable","Poco probable",,,,,,,,"Pedro Sánchez","","Mayoría vota","Bastante","Federal",0.917453110218048,1.22182584683534
46,"45-54","Mujer","Castilla-La Mancha","Sí","Entre 10.000 y 49.999 habitantes","Bachillerato","Trabaja","Privado","Menos de 1000 euros","Católico no practicante","Castellano","0 Extr. izq.","Votó","Votó","Nulo","","Nulo",10,"No votaría","","No votaría","Abstención",,"","No marcado","No marcado","No marcado","No marcado","No marcado","No marcado",,,,,,,,"No marcado","Nunca votaría",,,,,,,,,,,,,,"Otro","Torrente","Mayoría vota","Poco","Centralizado",0.303606927394867,0.647737444121782
53,"45-54","Hombre","Extremadura","Sí","Entre 2000 y 9.999 habitantes","Universitaria","Trabaja","Público","Entre 2000 y 2999 euros","Ateo/agnóstico","Castellano","2","Votó","Votó","Sumar","","Sumar",9,"Sumar","","Sumar","Sumar",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría",,,,,,,,"No marcado","No marcado",,"Algo probable",,"Muy probable","Algo probable",,,,,,,,,"Gabriel Rufián","","Mayoría vota","Bastante","Centralizado",0.951658070087433,1.13348961216911
43,"35-44","Mujer","Cataluña","Sí","Entre 2000 y 9.999 habitantes","FP","Trabaja","Privado","Entre 3000 y 5000 euros","Católico no practicante","Castellano","3","Votó","Votó","PSOE","","PSOE",10,"PSOE","","PSOE","PSOE",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","No marcado","No marcado","No marcado",,,,,,"No marcado","No marcado",,"Muy probable",,"Algo probable","Algo probable","Poco probable","Algo probable","Algo probable",,,,,,"Gabriel Rufián","","Todos votan","Bastante","Federal",0.953473448753357,1.29875985506161
48,"45-54","Mujer","Cataluña","Sí","Menos de 2000 habitantes","Bachillerato","Trabaja","Privado","Entre 1000 y 1999 euros","Ateo/agnóstico","Catalán","9","Votó","Votó","Junts","","Junts",10,"Otro","aliança catalana","Otro","Otros",,"","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","No marcado","No marcado",,,,,,"No marcado","No marcado",,,,,,,"Poco probable","Poco probable",,,,,,"Otro","silvia orriols","Todos votan","Poco","Federal",0.947592675685883,0.265191573756684
54,"45-54","Mujer","Galicia","Sí","Entre 50.000 y 99.999 habitantes","FP","Trabajo doméstico","Privado","Entre 1000 y 1999 euros","Evangélico/protestante","Castellano","5","Votó","Votó","PSOE","","PSOE",10,"PP","","PP","PP",,"","No marcado","No marcado","Nunca votaría","Nunca votaría","Nunca votaría","No marcado",,,,,,"No marcado",,"No marcado","No marcado","Algo probable","Poco probable",,,,"Poco probable",,,,,,"Poco probable",,"Feijóo","","Todos votan","Bastante","Mantener",0.95848935842514,0.312367684568162
34,"25-34","Hombre","Andalucía","Sí","Entre 2000 y 9.999 habitantes","Universitaria","Trabaja","Privado","Menos de 1000 euros","Ateo/agnóstico","Castellano","5","No pudo","Abstención",,"","Abstención",5,"Regionales","","Regionales","Abstención",,"","No marcado","No marcado","No marcado","No marcado","No marcado","No marcado",,,,,,,,"No marcado","Nunca votaría",,,,,,,,,,,,,,"Ninguno","",,"Poco","Mantener",0.253906428813934,3.87908788511971
39,"35-44","Hombre","Cataluña","Sí","Entre 10.000 y 49.999 habitantes","Bachillerato","Trabaja","Privado","Entre 2000 y 2999 euros","Católico no practicante","Catalán","4","Votó","Votó","ERC","","ERC",9,"ERC","","ERC","Regionales",,"","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","No marcado","No marcado",,,,,,"No marcado","No marcado",,,,,,,"Muy probable","Algo probable",,,,,,"Ninguno","","Mayoría vota","Bastante","Federal",0.93381005525589,0.307017398590944
47,"45-54","Mujer","Galicia","Sí","Entre 2000 y 9.999 habitantes","Secundaria/ESO","Trabaja","Privado","Menos de 1000 euros",,"Gallego","2","Votó","Votó","PSOE","","PSOE",10,"PSOE","","PSOE","PSOE",,"","No marcado","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,,,,"No marcado",,"No marcado","No marcado","Algo probable","Algo probable",,"Algo probable","Poco probable","Poco probable",,,,,,"Algo probable",,"Pedro Sánchez","","Pocos votan","Poco","Federal",0.7885662317276,0.832462833009476
48,"45-54","Mujer","Andalucía","No","Entre 2000 y 9.999 habitantes","Bachillerato","Trabaja","Privado","Menos de 1000 euros","Católico practicante","Castellano","5","Votó","Votó","PSOE","","PSOE",7,"PSOE","","PSOE","PSOE",,"","No marcado","No marcado","No marcado","No marcado","No marcado","No marcado",,,,,,,,"No marcado","Nunca votaría",,,,,,,,,,,,,,"Irene Montero","","Todos votan","Poco","Federal",0.890603840351105,0.822665898181349
33,"25-34","Hombre","Galicia","Sí","Entre 10.000 y 49.999 habitantes","FP","Trabaja","Privado","Entre 1000 y 1999 euros",,"Gallego",,"No recuerda","Abstención",,"","Abstención",0,"No votaría","","No votaría","Abstención",,"","No marcado","No marcado","No marcado","No marcado","No marcado","No marcado",,,,,,"No marcado",,"No marcado","Nunca votaría",,,,,,,,,,,,,,"NS","",,"Nada","Centralizado",0.107421427965164,1.59311640323742
37,"35-44","Mujer","Comunidad Valenciana","No","Entre 10.000 y 49.999 habitantes","Secundaria/ESO","Parado","Privado","Entre 2000 y 2999 euros","Otra","Castellano",,"No suele votar","Abstención",,"","Abstención",0,"No votaría","","No votaría","Abstención",,"","No marcado","No marcado","No marcado","No marcado","No marcado","No marcado",,,,,,,,"No marcado","Nunca votaría",,,,,,,,,,,,,,"NS","","Ninguno vota","Nada","Federal",0.177149012684822,1.96719743378906
31,"25-34","Hombre","Galicia","Sí","Menos de 2000 habitantes","FP","Trabaja","Privado","Entre 2000 y 2999 euros","Católico practicante","Castellano","8","No suele votar","Abstención",,"","Abstención",7,"Vox","","Vox","Vox",,"","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","No marcado",,,,,,"Nunca votaría",,"No marcado","No marcado","Muy probable",,"Muy probable",,,"Poco probable",,,,,,,,"Feijóo","","Todos votan","Poco","Federal",0.804066896438599,3.36002424486188
34,"25-34","Mujer","Extremadura","Sí","Entre 50.000 y 99.999 habitantes","FP","Trabaja","Privado","Entre 1000 y 1999 euros","Católico no practicante","Castellano","5","Votó","Votó","Nulo","","Nulo",9,"PSOE","","PSOE","PSOE",,"","No marcado","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,,,,,,"No marcado","No marcado","Poco probable","Muy probable",,"Algo probable","Algo probable","Poco probable",,,,,,,,"Pedro Sánchez","","Todos votan","Bastante","Federal",0.932119429111481,0.247870592047611
48,"45-54","Mujer","Extremadura","Sí","Menos de 2000 habitantes","Secundaria/ESO","Parado","Otro","Menos de 1000 euros","Católico practicante","Castellano","5","Votó","Votó","PSOE","","PSOE",10,"PSOE","","PSOE","PSOE",,"","Nunca votaría","No marcado","No marcado","No marcado","No marcado","No marcado",,,,,,,,"No marcado","No marcado",,"Muy probable",,,,"Poco probable",,,,,,,,"Pedro Sánchez","","Todos votan","Bastante","Federal",0.952416360378265,0.862565539986026
45,"45-54","Hombre","Comunidad Valenciana","Sí","Entre 2000 y 9.999 habitantes","Universitaria","Trabaja","Público","Entre 1000 y 1999 euros","Católico no practicante","Catalán","3","Votó","Votó","PSOE","","PSOE",10,"PSOE","","PSOE","PSOE",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría",,,,,,,,"No marcado","No marcado",,"Muy probable",,"Algo probable","Algo probable",,,,,,,,,"Pedro Sánchez","","Todos votan","Mucho","Federal",0.968334913253784,0.348546730169946
47,"45-54","Mujer","Andalucía","Sí","Entre 10.000 y 49.999 habitantes","Universitaria","Trabaja","Autónomo","Entre 1000 y 1999 euros","Católico practicante","Castellano","5","No suele votar","Abstención",,"","Abstención",5,"Otros","","Otros","Abstención","Ninguno","","No marcado","No marcado","No marcado","No marcado","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado",,,"Poco probable",,,"Poco probable",,,,,,,,"Ninguno","","Todos votan","Poco","Mantener",0.436684399843216,1.14408414575599
43,"35-44","Mujer","Cataluña","Sí","Entre 10.000 y 49.999 habitantes","Universitaria","Trabaja","Privado","Entre 2000 y 2999 euros","Católico no practicante","Castellano","6","No pudo","Abstención",,"","Abstención",10,"Otro","Alianza Catalana","Otro","Otros",,"","Nunca votaría","No marcado","No marcado","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,,,,"No marcado","No marcado",,"Algo probable","Algo probable","Poco probable",,"Poco probable","Poco probable","Poco probable",,,,,,"Gabriel Rufián","","Mayoría vota","Poco","Federal",0.691459059715271,2.28536361444881
37,"35-44","Hombre","Comunidad de Madrid","No","Más de 500.000 habitantes","Secundaria/ESO","Trabaja","Privado","Entre 2000 y 2999 euros","Católico no practicante","Castellano","10 Extr. der.","No suele votar","Abstención",,"","Abstención",10,"SALF","","SALF","SALF",,"","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Poco probable",,"Muy probable",,,"Muy probable",,,,,,,,"Abascal","","Todos votan","Bastante","Federal",0.903591156005859,1.78733944483288
46,"45-54","Hombre","País Vasco","Sí","Entre 2000 y 9.999 habitantes","FP","Trabaja","Privado","Entre 3000 y 5000 euros","Ateo/agnóstico","Vasco","1","No suele votar","Abstención",,"","Abstención",0,"No votaría","","No votaría","Abstención",,"","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría",,,"Nunca votaría","No marcado",,,,"No marcado","No marcado",,,,,,,,,,"Poco probable",,,,"Ninguno","","Pocos votan","Bastante","Federal",0.0970583558082581,3.82291592362536
46,"45-54","Hombre","Andalucía","Sí","Entre 10.000 y 49.999 habitantes","Secundaria/ESO","Trabaja","Privado","Menos de 1000 euros","Católico practicante","Castellano","10 Extr. der.","Votó","Votó","Vox","","Vox",10,"Vox","","Vox","Vox",,"","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Algo probable",,"Muy probable",,,"Algo probable",,,,,,,,"Abascal","","Mayoría vota","Bastante","Centralizado",0.948018372058868,0.967045118758091
45,"45-54","Mujer","Andalucía","Sí","Entre 10.000 y 49.999 habitantes","Universitaria","Trabaja","Público","Entre 1000 y 1999 euros","Católico no practicante","Castellano","4","Votó","Votó","Sumar","","Sumar",8,"Sumar","","Sumar","Sumar",,"","No marcado","No marcado","Nunca votaría","No marcado","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Poco probable",,,"Algo probable",,"Poco probable",,,,,,,,"Ninguno","","Mayoría vota","Poco","Federal",0.820730447769165,0.472812738234345
32,"25-34","Hombre","Cataluña","Sí","Entre 10.000 y 49.999 habitantes","Universitaria","Trabaja","Autónomo","Entre 1000 y 1999 euros","Católico no practicante","Castellano","6","Votó","Votó","Vox","","Vox",10,"Otro","Frente Obrero","Otro","Otros",,"","Nunca votaría","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,"No marcado","No marcado",,,"Poco probable",,,,,,,,,,,"Otro","Roberto Vaquero","Todos votan","Mucho","Centralizado",0.962454497814178,0.564197215929474
37,"35-44","Hombre","Aragón","Sí","Entre 2000 y 9.999 habitantes","FP","Trabaja","Público","Entre 3000 y 5000 euros","Católico no practicante","Castellano","5","Votó","Votó","Vox","","Vox",6,"Vox","","Vox","Vox",,"","Nunca votaría","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado",,,"Algo probable",,,"Algo probable",,,,,,,,"Otro","Luis Maria Pardo","Mayoría vota","Poco","Centralizado",0.809950888156891,1.25363412153679
32,"25-34","Mujer","Andalucía","Sí","Entre 10.000 y 49.999 habitantes","Universitaria","Trabaja","Privado","Entre 2000 y 2999 euros","Católico no practicante","Castellano","6","Votó","Votó","PP","","PP",6,"PP","","PP","PP",,"","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Muy probable",,"Algo probable","Poco probable",,"Poco probable",,,,,,,,"NS","","Todos votan","Poco","Mantener",0.926064908504486,0.932299978804959
35,"35-44","Mujer","Galicia","Sí","Entre 2000 y 9.999 habitantes","FP","Trabajo doméstico","Privado","Entre 2000 y 2999 euros","Ateo/agnóstico","Gallego","3","Votó","Votó","PSOE","","PSOE",10,"PSOE","","PSOE","PSOE",,"","No marcado","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,,,,"No marcado",,"No marcado","No marcado","Poco probable","Muy probable",,"Muy probable","Poco probable","Poco probable",,,,,,"Algo probable",,"Pedro Sánchez","","Mayoría vota","Mucho","Mantener",0.896876156330109,0.63382846622663
33,"25-34","Hombre","Castilla-La Mancha","Sí","Menos de 2000 habitantes","Bachillerato","Trabaja","Privado","Entre 3000 y 5000 euros","Católico no practicante","Castellano","6","Votó","Votó","Vox","","Vox",10,"Vox","","Vox","Vox",,"","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Poco probable",,"Muy probable",,,"Poco probable",,,,,,,,"Abascal","","Mayoría vota","Mucho","Centralizado",0.922937035560608,2.12041980709767
35,"35-44","Mujer","Región de Murcia","Sí","Entre 10.000 y 49.999 habitantes","Bachillerato","Trabaja","Privado","Entre 3000 y 5000 euros","Católico no practicante","Castellano","5","Votó","Votó","Nulo","","Nulo",10,"Nulo","","Nulo","Nulo",,"","No marcado","No marcado","No marcado","No marcado","No marcado","No marcado",,,,,,,,"No marcado","Nunca votaría",,,,,,,,,,,,,,"Abascal","","Mayoría vota","Poco","Federal",0.856526553630829,0.905966644099929
